,concepts,sentence
3007,['flame' 'light' 'match'],match is lit and the flame spreads to others
3008,['flame' 'light' 'match'],A kid strikes a match and then lights up a flame.
3009,['bathroom' 'lot' 'space'],a very large bathroom with a lot of space
3010,['bathroom' 'lot' 'space'],a bathroom in the home comes with lots of counter space and shelving
3011,['buy' 'grocery' 'market'],people buy groceries at a market .
3012,['buy' 'grocery' 'market'],locals buying groceries at the local market .
3013,['buy' 'grocery' 'market'],customers are seen buying groceries from a mini market .
3014,['bathroom' 'cabinet' 'paint'],painted cabinets in a casual bathroom
3015,['bathroom' 'cabinet' 'paint'],this bathroom is painted peach and has wood cabinets
3016,['museum' 'tourist' 'walk'],tourists walking in the museum
3017,['museum' 'tourist' 'walk'],Tourist walking around an art museum.
3018,['museum' 'tourist' 'walk'],A group of tourists are walking in a museum.
3019,['boxer' 'punch' 'ring'],The two boxers move around the ring throwing punches at each other.
3020,['boxer' 'punch' 'ring'],pov of male boxer throwing punches towards the camera in a boxing ring
3021,['boxer' 'punch' 'ring'],boxer lands a punch on professional boxer during their fight and wants to return to the ring
3022,['chocolate' 'cookie' 'plate'],round cookies with chocolate in a plate
3023,['chocolate' 'cookie' 'plate'],An oreo cookie and chocolate dessert on a plate.
3024,['chocolate' 'cookie' 'plate'],"A plate of macaroon cookies, bananas and chocolate."
3025,['airport' 'landing' 'plane'],A plane makes a landing at an airport.
3026,['airport' 'landing' 'plane'],rainbow over the airport as planes com in for landings .
3027,['airport' 'landing' 'plane'],A big jet plane that is coming in for a landing at the airport. 
3028,['check' 'flight' 'wait'],People are waiting to check in for their flights.
3029,['check' 'flight' 'wait'],a child waits as his parents check in for a flight .
3030,['check' 'flight' 'wait'],people wait friday to check luggage and merchandise for a flight .
3031,['fish' 'lake' 'mountain'],people fishing on a lake in the mountains
3032,['fish' 'lake' 'mountain'],a man is fishing at bank of lake on a sunny cloudy day in mountain
3033,['fire' 'fireman' 'work'],Firemen always work with fire.
3034,['fire' 'fireman' 'work'],A fireman works on a fire in the city.
3035,['fire' 'fireman' 'work'],firemen work at the scene of the fire .
3036,['family' 'hospital' 'visit'],family visiting daughter in the hospital
3037,['family' 'hospital' 'visit'],A lady is sick and visited the hospital with her family
3038,['family' 'hospital' 'visit'],Two elderly men are visited by their families at the hospital.
3039,['cloud' 'hide' 'moon'],the moon is hiding above the clouds
3040,['cloud' 'hide' 'moon'],"A full moon appears, half hidden by clouds."
3041,['cloud' 'hide' 'moon'],the silhouette of the statue under the pale light of a full moon partially hidden by dark clouds
3042,['feed' 'pigeon' 'street'],man feeding wild pigeons on the street
3043,['feed' 'pigeon' 'street'],young boy feeding pigeons in a derelict street
3044,['color' 'shape' 'variety'],variety of shape and color across a city
3045,['color' 'shape' 'variety'],candies in a variety of multi colors and shapes
3046,['cattle' 'farm' 'graze'],grazing cattle on a farm
3047,['cattle' 'farm' 'graze'],A farm with a herd of cattle grazing on it's green open fields.
3048,['bathroom' 'lot' 'room'],A clean bathroom with a lot of room. 
3049,['bathroom' 'lot' 'room'],bathroom with lots of room in the vanity
3050,['bathroom' 'lot' 'room'],this bathroom is very big and has lots of room
3051,['beach' 'chair' 'resort'],deck chairs on the pebble beach of the resort
3052,['beach' 'chair' 'resort'],beach shed and chairs placed by a palm tree in a resort
3053,['beach' 'chair' 'resort'],chairs under the palm trees on paradise beach at tropical resort .
3054,['come' 'smoke' 'tube'],smoke comes from the tube mounted on the roof
3055,['come' 'smoke' 'tube'],white smoke comes from tubes against the blue sky
3056,['come' 'smoke' 'tube'],A woman is breathing out of a tube and smoke comes out.
3057,['decorate' 'room' 'tone'],Small residential bath room decorated in wood tones
3058,['decorate' 'room' 'tone'],The living room is decorated in brown and orange tones.
3059,['mix' 'salad' 'vegetable'],The salad is mixed with broccoli and other vegetables.
3060,['mix' 'salad' 'vegetable'],A pair of red tongs are in a salad mixing the vegetables together.
3061,['discuss' 'match' 'player'],The tennis players are discussing the matches.
3062,['discuss' 'match' 'player'],soccer player and football player discussing during the soccer match
3063,['face' 'fireplace' 'room'],living room facing away from the fireplace
3064,['face' 'fireplace' 'room'],A living room with a large brick faced fireplace.
3065,['face' 'fireplace' 'room'],i love to see couches facing each other in a room with a fireplace and no tv .
3066,['airport' 'traveler' 'wait'],happy traveler waiting for the flight in airport
3067,['airport' 'traveler' 'wait'],"Travelers wait in an airport, surrounded by advertisements."
3068,['airport' 'traveler' 'wait'],"A group of travelers are in an airport, waiting for something."
3069,['building' 'square' 'tower'],a building with clock tower in a town square
3070,['building' 'square' 'tower'],building and the tower over a public square in the heart
3071,['building' 'square' 'tower'],City square of old brick buildings and clock tower in middle
3072,['flight' 'jet' 'take'],the new jet being taken for a test flight
3073,['flight' 'jet' 'take'],A gray military  jet taking off for flight
3074,['flight' 'jet' 'take'],a passenger jet takes off on its first flight .
3075,['distance' 'slope' 'tree'],A skier moves down a slope with trees off in the distance. 
3076,['distance' 'slope' 'tree'],green meadows flowers trees and mountain slopes at high mountains in the distance
3077,['move' 'train' 'tunnel'],A train is moving along tracks into a tunnel.
3078,['move' 'train' 'tunnel'],A passenger train moving through an underground tunnel.
3079,['move' 'train' 'tunnel'],subway train moving in the dark tunnel and arriving at the station .
3080,['friend' 'lake' 'stand'],Friends stand by a lake in a forest.
3081,['friend' 'lake' 'stand'],friends standing on the pier at the lake .
3082,['friend' 'lake' 'stand'],A woman is avidly speaking to her friend who is standing by a lake.
3083,['elephant' 'graze' 'plain'],an elephant grazes on the plains
3084,['elephant' 'graze' 'plain'],A large green plain with many elephants grazing.
3085,['elephant' 'graze' 'plain'],A bunch of elephants grazing in an expansive plain.
3086,['book' 'row' 'shelf'],a row of books on a shelf
3087,['book' 'row' 'shelf'],a room with rows of shelves filled with books
3088,['bathroom' 'shelf' 'window'],a bathroom with a toilet a window and a shelf
3089,['bathroom' 'shelf' 'window'],image result for tiniest bathroom like the shelf over the window
3090,['day' 'snow' 'snowboard'],Someone snowboarding in the snow during the day.
3091,['day' 'snow' 'snowboard'],A man snowboards on untracked snow on a cloudy day. 
3092,['day' 'snow' 'snowboard'],A youth snowboarding during the day on a fresh blanket of snow.
3093,['field' 'scatter' 'tree'],trees scattered through a field
3094,['field' 'scatter' 'tree'],Many sheep scattered around in a green field with trees.
3095,['field' 'scatter' 'tree'],Two zebras are grazing in the field that is scattered with small trees.
3096,['direction' 'look' 'tourist'],Three tourists looking for directions.
3097,['direction' 'look' 'tourist'],elderly tourists looking at a map for directions in a town
3098,['direction' 'look' 'tourist'],a pair of tourists look for directions outside greek revival structure on a dull day
3099,['frame' 'tower' 'tree'],tower is framed by flowering trees .
3100,['frame' 'tower' 'tree'],static shot of the towers framed by trees .
3101,['frame' 'tower' 'tree'],A clock tower framed by trees against a blue sky
3102,['boat' 'canal' 'steer'],a man steers his canal narrow boat along the canal
3103,['boat' 'canal' 'steer'],women pushing and steering a small boat through an open canal
3104,['boat' 'canal' 'steer'],A gondola is steered through the canals with other boats around.
3105,['dog' 'dress' 'halloween'],A dog dressed for halloween
3106,['dog' 'dress' 'halloween'],ways to dress up your dog this halloween .
3107,['dog' 'dress' 'halloween'],Two dogs are playing dressed up for halloween
3108,['bathroom' 'feature' 'fixture'],A bathroom featuring a modern style and fixtures.
3109,['bathroom' 'feature' 'fixture'],the bathroom features a mix of old and new fixtures .
3110,['bathroom' 'feature' 'fixture'],this bathroom features copper and marble fixtures next to light gray
3111,['day' 'herd' 'sheep'],end of the day for a herd of sheep
3112,['day' 'herd' 'sheep'],a herd of sheep on a green grassy meadow on a sunny summer day
3113,['mirror' 'reflection' 'watch'],Someone watches his reflection in the mirror.
3114,['mirror' 'reflection' 'watch'],He watches his reflection in a mirror as he sows.
3115,['mirror' 'reflection' 'watch'],A small kitten watching himself through a reflection in the mirror.
3116,['cake' 'chocolate' 'pour'],girl pouring chocolate on cake .
3117,['cake' 'chocolate' 'pour'],The chocolate is being poured onto the cake.
3118,['cake' 'chocolate' 'pour'],A spoon with chocolate being poured on a cake.
3119,['classroom' 'desk' 'seat'],A boy is seated at his desk in a classroom.
3120,['classroom' 'desk' 'seat'],"There are two men in a classroom, and one of them is seated at an oak roll top desk."
3121,['cake' 'dish' 'serve'],italian dish and cake served on ship
3122,['cake' 'dish' 'serve'],A single serve cup cake in a white dish.
3123,['cake' 'dish' 'serve'],type of dish is a fun cake to serve for breakfast or dessert .
3124,['bathroom' 'decorate' 'wall'],A bathroom decorated with mirrors on the wall.
3125,['bathroom' 'decorate' 'wall'],A bathroom has walls decorated with images of leaves.
3126,['bathroom' 'decorate' 'wall'],A small bathroom with the walls decorated in blue and white tile. 
3127,['arrive' 'day' 'train'],a train is arriving to a station in the day
3128,['arrive' 'day' 'train'],we arrived by train on a bright but freezing day .
3129,['arrive' 'day' 'train'],shiny red train arriving at railway station on a sunny winter day .
3130,['crib' 'sleep' 'toddler'],A toddler is sleeping in a crib.
3131,['crib' 'sleep' 'toddler'],A sleeping toddler has toppled out of his crib.
3132,['direction' 'look' 'pair'],A pair of zebra looking in opposite directions.
3133,['direction' 'look' 'pair'],a pair of tourists look for directions outside greek revival structure on a dull day
3134,['rail' 'skateboarder' 'slide'],A skateboarder sliding on a rail.
3135,['rail' 'skateboarder' 'slide'],Skateboarder slides across rail in corridor.
3136,['rail' 'skateboarder' 'slide'],A skateboarders slides down a rail over a jeep. 
3137,['bar' 'karaoke' 'singe'],People are singing karaoke at a bar.
3138,['bar' 'karaoke' 'singe'],A man in a bar is singing karaoke while other revelers are dancing.
3139,['aircraft' 'airfield' 'park'],a silver vintage aircraft seen parked on an airfield
3140,['aircraft' 'airfield' 'park'],"High wing, single engine aircraft parked at airfield."
3141,['aircraft' 'airfield' 'park'],pan across aircraft parked at an airfield in the early morning
3142,['carrot' 'dish' 'potato'],... potatoes and carrots with type of dish
3143,['carrot' 'dish' 'potato'],A pork roast in a glass dish surrounded by potatoes and carrots.
3144,['carrot' 'dish' 'potato'],chicken curry with potato and carrot ... taste like japanese dish .
3145,['airplane' 'fly' 'helicopter'],a helicopter flies past an airplane on the tarmac
3146,['airplane' 'fly' 'helicopter'],A man is flying an airplane or helicopter near a mountain.
3147,['airplane' 'fly' 'helicopter'],aircraft model can fly like an airplane and land like a helicopter .
3148,['hang' 'portrait' 'wall'],This bathroom has portraits hanging on the wall.
3149,['hang' 'portrait' 'wall'],a portrait of judge we definitely want hanging on our wall
3150,['hang' 'portrait' 'wall'],the portrait of an unknown woman has been hung on the wall for hundreds of years .
3151,['ground' 'land' 'plane'],The red plane is landing on the ground.
3152,['ground' 'land' 'plane'],a small plane landed on the airport ground
3153,['ground' 'land' 'plane'],a plane flying not far from the ground ready to land
3154,['bedroom' 'stripe' 'wall'],striped walls in a master bedroom
3155,['bedroom' 'stripe' 'wall'],striped accent wall for the small bedroom
3156,['bedroom' 'stripe' 'wall'],A bedroom has yellow curtains and yellow striped walls.
3157,['graze' 'sheep' 'snow'],a sheep grazes in the snow .
3158,['graze' 'sheep' 'snow'],sheep grazing in winter snow .
3159,['graze' 'sheep' 'snow'],A large herd of sheep are grazing in the snow.
